token,pred,true
RTRS,3,3
Australian,5,7
MP,2,0
John,2,1
Langmore,0,2
Katja,1,1
Seizinger,2,2
Germany,5,5
Russ,1,3
Berrie,2,4
Thursday,7,0
",",3,0
USDA,0,3
TAMPA,5,3
BAY,6,4
VAIL,5,5
Colorado,5,5
DETROIT,5,3
Mr,1,1
Yen,2,2
Sakakibara,1,1
BOJ,3,3
Matsushita,1,1
Rosati,1,1
treaty,5,0
Warsaw,0,5
and,3,0
Vatican,0,5
Supple,0,1
said,1,0
Singapore,5,5
Global,3,0
Depository,4,0
Receipt,4,0
NAIROBI,5,5
Rafael,1,1
Alkorta,2,2
Albert,1,1
Real,0,3
Sociedad,3,4
NY,5,3
RANGERS,4,4
TORONTO,5,5
MADRID,5,5
1996-12-06,8,0
Pakistan,5,5
Madlen,1,1
Brigger-Summermatter,2,2
Switzerland,5,5
Reinhard,1,1
Schwarzenberger,2,2
Austria,5,5
LONDON,5,5
STEPHENVILLE,5,5
Newfoundland,5,5
I.,0,1
Healy,1,2
P.,1,1
Reiffel,2,2
S.,1,1
Warne,2,2
J.,1,1
Gillespie,0,2
ATLANTIC,7,5
DIVISION,8,0
Hibernian,3,3
Barnet,5,3
Wycombe,5,3
NEW,5,3
ORLEANS,6,4
Fortuna,3,3
Dusseldorf,6,4
EuroLeague,7,7
Charlton,1,1
Ireland,5,5
Group,3,0
LONDON,5,5
SOCCER,7,0
BALKAN,5,5
STRIKE,8,0
FIRM,3,0
REAL,0,3
government,3,0
May,7,0
SOCCER,7,0
NORTHERN,5,5
IRELAND,6,6
PREMIER,7,0
Saqr,1,1
Lahd,1,1
Israeli,7,7
to,5,0
Israel,0,5
Lebanon,5,5
Celta,3,3
Vigo,6,4
heroin,7,0
Belgian,16,7
city,5,0
Antwerp,0,3
NEW,5,5
YORK,6,6
Reuter,3,3
Radiometer,3,3
Wednesday,5,3
fidelity,7,0
Czech,5,5
President,1,0
Nelson,2,1
Mandela,2,2
African,3,3
National,4,4
Congress,4,4
ANC,3,3
rural,5,0
of,5,0
Izingolweni,0,5
KwaZulu-Natal,0,5
Winters,1,1
Dundee,5,3
United,6,4
Paolo,1,1
Di,2,2
Canio,2,2
Celtic,3,3
Marianne,1,1
Brechu,2,2
France,5,5
NHL,3,3
ICE,8,0
HOCKEY,8,0
CANUCKS,3,3
BURE,1,1
Canola,7,0
Japan,5,5
Japan,5,5
GMT,0,7
Boutros-Ghali,1,1
Africans,7,7
Primoz,1,1
Peterka,2,2
Slovakia,5,5
